MONTH,DAY_OF_MONTH,FL_DATE,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,DEP_DELAY,DEP_DELAY_NEW,CANCELLED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2,6,2/6/20,"Minneapolis, MN",MN,Minnesota,"Las Vegas, NV",NV,Nevada,131,131,0,,4,0,0,0,84
2,6,2/6/20,"Salt Lake City, UT",UT,Utah,"Seattle, WA",WA,Washington,116,116,0,,4,0,6,0,112
2,6,2/6/20,"White Plains, NY",NY,New York,"Atlanta, GA",GA,Georgia,250,250,0,,4,3,0,0,234
2,6,2/6/20,"Louisville, KY",KY,Kentucky,"Atlanta, GA",GA,Georgia,90,90,0,,4,0,4,0,86
2,6,2/6/20,"Louisville, KY",KY,Kentucky,"Atlanta, GA",GA,Georgia,110,110,0,,4,0,33,0,106
2,7,2/7/20,"Raleigh/Durham, NC",NC,North Carolina,"Boston, MA",MA,Massachusetts,108,108,0,,4,0,81,0,22
2,7,2/7/20,"Charlotte, NC",NC,North Carolina,"Detroit, MI",MI,Michigan,40,40,0,,4,0,0,0,32
2,7,2/7/20,"Cincinnati, OH",KY,Kentucky,"New York, NY",NY,New York,127,127,0,,4,0,91,0,71
2,26,2/26/20,"Newark, NJ",NJ,New Jersey,"Atlanta, GA",GA,Georgia,21,21,0,,4,0,25,0,17
2,26,2/26/20,"Nashville, TN",TN,Tennessee,"Detroit, MI",MI,Michigan,23,23,0,,4,0,6,0,19
2,27,2/27/20,"New York, NY",NY,New York,"Minneapolis, MN",MN,Minnesota,78,78,0,,4,0,0,0,38
2,7,2/7/20,"Las Vegas, NV",NV,Nevada,"San Diego, CA",CA,California,35,35,0,,4,0,2,0,31
2,17,2/17/20,"Los Angeles, CA",CA,California,"San Jose, CA",CA,California,56,56,0,,4,0,0,0,37
2,28,2/28/20,"Newark, NJ",NJ,New Jersey,"Raleigh/Durham, NC",NC,North Carolina,80,80,0,,4,0,0,0,53
1,19,1/19/20,"Charlotte, NC",NC,North Carolina,"Des Moines, IA",IA,Iowa,32,32,0,,5,0,0,0,20
1,23,1/23/20,"Charlotte, NC",NC,North Carolina,"Nashville, TN",TN,Tennessee,43,43,0,,5,0,0,0,13
1,20,1/20/20,"Charlotte, NC",NC,North Carolina,"Jacksonville/Camp Lejeune, NC",NC,North Carolina,85,85,0,,5,0,0,0,65
1,13,1/13/20,"Louisville, KY",KY,Kentucky,"Charlotte, NC",NC,North Carolina,65,65,0,,5,0,0,0,58
1,25,1/25/20,"Sarasota/Bradenton, FL",FL,Florida,"Charlotte, NC",NC,North Carolina,31,31,0,,5,0,0,0,10
1,16,1/16/20,"Charlotte, NC",NC,North Carolina,"Burlington, VT",VT,Vermont,18,18,0,,5,0,4,0,13
1,4,1/4/20,"Seattle, WA",WA,Washington,"Spokane, WA",WA,Washington,13,13,0,,5,0,5,0,8
1,4,1/4/20,"Bellingham, WA",WA,Washington,"Seattle, WA",WA,Washington,20,20,0,,5,0,1,0,15
1,6,1/6/20,"Seattle, WA",WA,Washington,"Boise, ID",ID,Idaho,54,54,0,,5,0,0,0,40
1,6,1/6/20,"Seattle, WA",WA,Washington,"Pullman, WA",WA,Washington,19,19,0,,5,0,0,0,12
1,6,1/6/20,"Seattle, WA",WA,Washington,"Bellingham, WA",WA,Washington,65,65,0,,5,0,3,0,60
1,14,1/14/20,"Houston, TX",TX,Texas,"Atlanta, GA",GA,Georgia,33,33,0,,5,0,0,0,15
1,14,1/14/20,"Fort Lauderdale, FL",FL,Florida,"Atlanta, GA",GA,Georgia,27,27,0,,5,0,0,0,16
1,14,1/14/20,"New Orleans, LA",LA,Louisiana,"Atlanta, GA",GA,Georgia,222,222,0,,5,0,15,0,217
1,29,1/29/20,"Denver, CO",CO,Colorado,"Washington, DC",VA,Virginia,40,40,0,,5,0,0,0,29
1,28,1/28/20,"Pittsburgh, PA",PA,Pennsylvania,"Houston, TX",TX,Texas,8,8,0,,5,0,14,0,3
1,28,1/28/20,"Miami, FL",FL,Florida,"Chicago, IL",IL,Illinois,24,24,0,,5,0,0,0,16
1,18,1/18/20,"Minneapolis, MN",MN,Minnesota,"Denver, CO",CO,Colorado,38,38,0,,5,0,0,0,28
1,18,1/18/20,"Chicago, IL",IL,Illinois,"Charlotte Amalie, VI",VI,U.S. Virgin Islands,8,8,0,,5,0,9,0,3
1,18,1/18/20,"Lihue, HI",HI,Hawaii,"San Francisco, CA",CA,California,86,86,0,,5,0,0,0,46
1,18,1/18/20,"Denver, CO",CO,Colorado,"San Diego, CA",CA,California,71,71,0,,5,0,0,0,42
1,18,1/18/20,"San Francisco, CA",CA,California,"Chicago, IL",IL,Illinois,35,35,0,,5,0,0,0,12
1,18,1/18/20,"New Orleans, LA",LA,Louisiana,"Houston, TX",TX,Texas,36,36,0,,5,0,0,0,16
1,2,1/2/20,"Missoula, MT",MT,Montana,"Seattle, WA",WA,Washington,19,19,0,,6,0,9,0,13
1,2,1/2/20,"Seattle, WA",WA,Washington,"Bend/Redmond, OR",OR,Oregon,35,35,0,,6,0,7,0,29
1,3,1/3/20,"Seattle, WA",WA,Washington,"Medford, OR",OR,Oregon,30,30,0,,6,0,10,0,24
1,4,1/4/20,"Portland, OR",OR,Oregon,"Eugene, OR",OR,Oregon,26,26,0,,6,0,0,0,19
1,5,1/5/20,"Reno, NV",NV,Nevada,"Portland, OR",OR,Oregon,129,129,0,,6,0,10,0,123
1,6,1/6/20,"Seattle, WA",WA,Washington,"Yakima, WA",WA,Washington,12,12,0,,6,0,3,0,6
1,6,1/6/20,"Seattle, WA",WA,Washington,"Medford, OR",OR,Oregon,6,6,0,,6,0,10,0,0
1,7,1/7/20,"Seattle, WA",WA,Washington,"Medford, OR",OR,Oregon,6,6,0,,6,0,11,0,0
1,7,1/7/20,"Minneapolis, MN",MN,Minnesota,"Portland, OR",OR,Oregon,6,6,0,,6,0,13,0,0
1,9,1/9/20,"Seattle, WA",WA,Washington,"Wichita, KS",KS,Kansas,13,13,0,,6,0,2,0,7
1,12,1/12/20,"Portland, OR",OR,Oregon,"Eugene, OR",OR,Oregon,33,33,0,,6,0,0,0,26
1,12,1/12/20,"Seattle, WA",WA,Washington,"Pullman, WA",WA,Washington,6,6,0,,6,0,9,0,0
1,13,1/13/20,"Bend/Redmond, OR",OR,Oregon,"Portland, OR",OR,Oregon,50,50,0,,6,0,8,0,44
1,15,1/15/20,"Seattle, WA",WA,Washington,"Portland, OR",OR,Oregon,60,60,0,,6,0,22,0,54
1,15,1/15/20,"Everett, WA",WA,Washington,"Phoenix, AZ",AZ,Arizona,46,46,0,,6,0,2,0,40
1,12,1/12/20,"Charlotte, NC",NC,North Carolina,"Atlanta, GA",GA,Georgia,17,17,0,,7,0,14,0,10
1,28,1/28/20,"Manchester, NH",NH,New Hampshire,"Washington, DC",VA,Virginia,23,23,0,,7,0,0,0,10
1,13,1/13/20,"Cedar Rapids/Iowa City, IA",IA,Iowa,"Charlotte, NC",NC,North Carolina,169,169,0,,7,0,0,0,159
1,20,1/20/20,"Cedar Rapids/Iowa City, IA",IA,Iowa,"Charlotte, NC",NC,North Carolina,11,11,0,,7,0,13,0,4
1,20,1/20/20,"Washington, DC",VA,Virginia,"Cincinnati, OH",KY,Kentucky,120,120,0,,7,0,0,0,93
1,13,1/13/20,"Charlotte, NC",NC,North Carolina,"Sarasota/Bradenton, FL",FL,Florida,32,32,0,,7,0,0,0,22
1,21,1/21/20,"Cincinnati, OH",KY,Kentucky,"Charlotte, NC",NC,North Carolina,17,17,0,,7,0,3,0,10
1,13,1/13/20,"Norfolk, VA",VA,Virginia,"Philadelphia, PA",PA,Pennsylvania,34,34,0,,7,0,0,0,25
1,4,1/4/20,"Houston, TX",TX,Texas,"Indianapolis, IN",IN,Indiana,8,8,0,,8,0,22,0,0
1,27,1/27/20,"Charlottesville, VA",VA,Virginia,"Charlotte, NC",NC,North Carolina,8,8,0,,8,0,24,0,0
2,13,2/13/20,"Oakland, CA",CA,California,"Los Angeles, CA",CA,California,29,29,0,,8,0,15,0,21
2,13,2/13/20,"Philadelphia, PA",PA,Pennsylvania,"Chicago, IL",IL,Illinois,8,8,0,,8,0,7,0,0
2,6,2/6/20,"New York, NY",NY,New York,"Miami, FL",FL,Florida,72,72,0,,8,0,36,0,64
2,10,2/10/20,"Dallas/Fort Worth, TX",TX,Texas,"Oklahoma City, OK",OK,Oklahoma,42,42,0,,8,0,0,0,27
2,20,2/20/20,"Orlando, FL",FL,Florida,"Chicago, IL",IL,Illinois,8,8,0,,8,0,17,0,0
2,1,2/1/20,"Chicago, IL",IL,Illinois,"Orlando, FL",FL,Florida,63,63,0,,8,0,0,0,33
2,22,2/22/20,"Dallas/Fort Worth, TX",TX,Texas,"Tampa, FL",FL,Florida,44,44,0,,8,0,0,0,15
2,20,2/20/20,"Boston, MA",MA,Massachusetts,"New York, NY",NY,New York,58,58,0,,9,0,0,0,42
2,21,2/21/20,"Orlando, FL",FL,Florida,"New York, NY",NY,New York,22,22,0,,9,0,0,0,7
2,22,2/22/20,"San Juan, PR",PR,Puerto Rico,"Washington, DC",VA,Virginia,69,69,0,,9,0,0,0,57
2,23,2/23/20,"West Palm Beach/Palm Beach, FL",FL,Florida,"Newark, NJ",NJ,New Jersey,91,91,0,,9,0,7,0,82
2,26,2/26/20,"Newark, NJ",NJ,New Jersey,"West Palm Beach/Palm Beach, FL",FL,Florida,53,53,0,,9,0,19,0,44
2,26,2/26/20,"Newark, NJ",NJ,New Jersey,"West Palm Beach/Palm Beach, FL",FL,Florida,52,52,0,,9,0,16,0,43
2,26,2/26/20,"Boston, MA",MA,Massachusetts,"Minneapolis, MN",MN,Minnesota,9,9,0,,9,0,17,0,0
2,26,2/26/20,"Newark, NJ",NJ,New Jersey,"Fort Lauderdale, FL",FL,Florida,43,43,0,,9,0,47,0,34
2,27,2/27/20,"Baltimore, MD",MD,Maryland,"Boston, MA",MA,Massachusetts,81,81,0,,9,0,0,0,67
1,6,1/6/20,"Portland, ME",ME,Maine,"Baltimore, MD",MD,Maryland,9,9,0,,9,0,9,0,0
1,25,1/25/20,"Des Moines, IA",IA,Iowa,"Chicago, IL",IL,Illinois,44,44,0,,9,0,0,0,34
1,3,1/3/20,"Dallas/Fort Worth, TX",TX,Texas,"Monroe, LA",LA,Louisiana,95,95,0,,9,0,0,0,76
1,12,1/12/20,"Lihue, HI",HI,Hawaii,"Honolulu, HI",HI,Hawaii,8,8,0,,9,0,0,0,8
1,2,1/2/20,"Honolulu, HI",HI,Hawaii,"Hoolehua, HI",HI,Hawaii,75,75,0,,9,0,1,0,66
1,27,1/27/20,"Honolulu, HI",HI,Hawaii,"Hoolehua, HI",HI,Hawaii,33,33,0,,9,0,1,0,24
1,18,1/18/20,"Washington, DC",VA,Virginia,"Greensboro/High Point, NC",NC,North Carolina,9,9,0,,9,0,28,0,0
1,8,1/8/20,"Philadelphia, PA",PA,Pennsylvania,"Dayton, OH",OH,Ohio,9,9,0,,9,0,9,0,0
1,6,1/6/20,"Charlotte, NC",NC,North Carolina,"Gulfport/Biloxi, MS",MS,Mississippi,42,42,0,,9,0,0,0,16
1,13,1/13/20,"Charlotte, NC",NC,North Carolina,"Richmond, VA",VA,Virginia,22,22,0,,9,0,8,0,13
1,28,1/28/20,"Charlotte, NC",NC,North Carolina,"Richmond, VA",VA,Virginia,10,10,0,,10,0,17,0,0
1,15,1/15/20,"Philadelphia, PA",PA,Pennsylvania,"Birmingham, AL",AL,Alabama,10,10,0,,10,0,8,0,0
1,28,1/28/20,"Chattanooga, TN",TN,Tennessee,"Charlotte, NC",NC,North Carolina,10,10,0,,10,0,10,0,0
1,20,1/20/20,"Dallas/Fort Worth, TX",TX,Texas,"Dayton, OH",OH,Ohio,10,10,0,,10,0,5,0,0
1,20,1/20/20,"Charlotte, NC",NC,North Carolina,"Des Moines, IA",IA,Iowa,30,30,0,,10,0,0,0,7
1,4,1/4/20,"Charlotte, NC",NC,North Carolina,"Dayton, OH",OH,Ohio,10,10,0,,10,0,13,0,0
2,28,2/28/20,"Boston, MA",MA,Massachusetts,"Raleigh/Durham, NC",NC,North Carolina,24,24,0,,10,0,0,0,10
2,29,2/29/20,"Orlando, FL",FL,Florida,"Boston, MA",MA,Massachusetts,98,98,0,,10,0,0,0,79
2,10,2/10/20,"Houston, TX",TX,Texas,"Baton Rouge, LA",LA,Louisiana,10,10,0,,10,0,11,0,0
2,12,2/12/20,"Little Rock, AR",AR,Arkansas,"Houston, TX",TX,Texas,10,10,0,,10,0,10,0,0
2,22,2/22/20,"Lafayette, LA",LA,Louisiana,"Houston, TX",TX,Texas,10,10,0,,10,0,6,0,0
2,12,2/12/20,"Newark, NJ",NJ,New Jersey,"St. Louis, MO",MO,Missouri,10,10,0,,10,0,6,0,0
2,21,2/21/20,"Hilo, HI",HI,Hawaii,"Honolulu, HI",HI,Hawaii,32,32,0,,10,0,0,0,19
2,16,2/16/20,"Kahului, HI",HI,Hawaii,"Honolulu, HI",HI,Hawaii,13,13,0,,10,0,0,0,8
2,15,2/15/20,"Lihue, HI",HI,Hawaii,"Kona, HI",HI,Hawaii,9,9,0,,10,0,0,0,5
2,14,2/14/20,"Kona, HI",HI,Hawaii,"Honolulu, HI",HI,Hawaii,113,113,0,,10,0,0,0,113
2,29,2/29/20,"Honolulu, HI",HI,Hawaii,"Hilo, HI",HI,Hawaii,34,34,0,,10,0,0,0,18
2,6,2/6/20,"Hilo, HI",HI,Hawaii,"Kahului, HI",HI,Hawaii,9,9,0,,10,0,0,0,9
2,29,2/29/20,"Las Vegas, NV",NV,Nevada,"Boston, MA",MA,Massachusetts,60,60,0,,11,0,0,0,38
2,24,2/24/20,"Houston, TX",TX,Texas,"Killeen, TX",TX,Texas,11,11,0,,11,0,7,0,0
2,13,2/13/20,"Chicago, IL",IL,Illinois,"Montrose/Delta, CO",CO,Colorado,11,11,0,,11,0,44,0,0
2,3,2/3/20,"Shreveport, LA",LA,Louisiana,"Houston, TX",TX,Texas,13,13,0,,11,0,19,0,2
2,6,2/6/20,"Jacksonville, FL",FL,Florida,"Houston, TX",TX,Texas,41,41,0,,11,0,14,0,30
2,26,2/26/20,"Lihue, HI",HI,Hawaii,"Los Angeles, CA",CA,California,4,4,0,,11,0,0,4,0
2,10,2/10/20,"Kona, HI",HI,Hawaii,"Honolulu, HI",HI,Hawaii,5,5,0,,11,0,0,0,5
2,10,2/10/20,"Kona, HI",HI,Hawaii,"Kahului, HI",HI,Hawaii,108,108,0,,11,0,0,0,108
1,14,1/14/20,"Chicago, IL",IL,Illinois,"Dubuque, IA",IA,Iowa,79,79,0,,11,0,0,0,54
1,2,1/2/20,"Greer, SC",SC,South Carolina,"Dallas/Fort Worth, TX",TX,Texas,32,32,0,,11,0,0,0,7
1,26,1/26/20,"Kahului, HI",HI,Hawaii,"Honolulu, HI",HI,Hawaii,88,88,0,,11,0,0,0,75
1,18,1/18/20,"Kahului, HI",HI,Hawaii,"Kona, HI",HI,Hawaii,10,10,0,,11,0,0,0,5
1,26,1/26/20,"Honolulu, HI",HI,Hawaii,"Lanai, HI",HI,Hawaii,20,20,0,,11,0,6,0,9
1,14,1/14/20,"Charlotte, NC",NC,North Carolina,"Memphis, TN",TN,Tennessee,82,82,0,,12,0,0,0,60
1,16,1/16/20,"Columbus, OH",OH,Ohio,"Charlotte, NC",NC,North Carolina,27,27,0,,12,0,0,0,7
1,4,1/4/20,"Charlotte, NC",NC,North Carolina,"Chattanooga, TN",TN,Tennessee,73,73,0,,12,0,0,0,58
1,31,1/31/20,"Charlotte, NC",NC,North Carolina,"Pensacola, FL",FL,Florida,12,12,0,,12,0,8,0,0
1,20,1/20/20,"Charlotte, NC",NC,North Carolina,"Gulfport/Biloxi, MS",MS,Mississippi,12,12,0,,12,0,12,0,0
1,12,1/12/20,"St. Louis, MO",MO,Missouri,"Washington, DC",VA,Virginia,12,12,0,,12,0,3,0,0
1,8,1/8/20,"Washington, DC",VA,Virginia,"Buffalo, NY",NY,New York,28,28,0,,12,0,0,0,11
1,2,1/2/20,"Portland, OR",OR,Oregon,"Seattle, WA",WA,Washington,12,12,0,,12,0,5,0,0
2,3,2/3/20,"Houston, TX",TX,Texas,"Shreveport, LA",LA,Louisiana,12,12,0,,12,0,9,0,0
2,6,2/6/20,"Chicago, IL",IL,Illinois,"Norfolk, VA",VA,Virginia,41,41,0,,12,0,22,0,29
2,9,2/9/20,"Portland, ME",ME,Maine,"Chicago, IL",IL,Illinois,12,12,0,,12,0,25,0,0
2,13,2/13/20,"Valparaiso, FL",FL,Florida,"Houston, TX",TX,Texas,12,12,0,,12,0,9,0,0
2,27,2/27/20,"Cleveland, OH",OH,Ohio,"Newark, NJ",NJ,New Jersey,62,62,0,,12,0,35,0,27
2,9,2/9/20,"Knoxville, TN",TN,Tennessee,"Houston, TX",TX,Texas,12,12,0,,12,0,37,0,0
2,14,2/14/20,"Kona, HI",HI,Hawaii,"Honolulu, HI",HI,Hawaii,11,11,0,,12,0,0,0,6
2,19,2/19/20,"Kahului, HI",HI,Hawaii,"Lihue, HI",HI,Hawaii,31,31,0,,12,0,0,0,16
2,29,2/29/20,"Kahului, HI",HI,Hawaii,"Lihue, HI",HI,Hawaii,39,39,0,,12,0,0,0,20
2,1,2/1/20,"Honolulu, HI",HI,Hawaii,"Lihue, HI",HI,Hawaii,17,17,0,,12,0,0,0,3
2,10,2/10/20,"Honolulu, HI",HI,Hawaii,"Hilo, HI",HI,Hawaii,61,61,0,,13,0,0,0,49
2,22,2/22/20,"Memphis, TN",TN,Tennessee,"Dallas/Fort Worth, TX",TX,Texas,13,13,0,,13,0,2,0,0
2,7,2/7/20,"Charlotte, NC",NC,North Carolina,"Seattle, WA",WA,Washington,83,83,0,,13,0,5,0,70
2,15,2/15/20,"Melbourne, FL",FL,Florida,"Charlotte, NC",NC,North Carolina,17,17,0,,13,0,3,0,4
2,13,2/13/20,"Dallas/Fort Worth, TX",TX,Texas,"Greensboro/High Point, NC",NC,North Carolina,27,27,0,,13,0,0,0,9
2,19,2/19/20,"Dallas/Fort Worth, TX",TX,Texas,"Ontario, CA",CA,California,13,13,0,,13,0,23,0,0
2,1,2/1/20,"Dallas/Fort Worth, TX",TX,Texas,"Philadelphia, PA",PA,Pennsylvania,13,13,0,,13,0,3,0,0
1,20,1/20/20,"Seattle, WA",WA,Washington,"Medford, OR",OR,Oregon,13,13,0,,13,0,24,0,0
1,30,1/30/20,"Portland, OR",OR,Oregon,"San Jose, CA",CA,California,13,13,0,,13,0,6,0,0
1,3,1/3/20,"Kahului, HI",HI,Hawaii,"Dallas/Fort Worth, TX",TX,Texas,13,13,0,,13,0,22,0,0
1,1,1/1/20,"Charlotte, NC",NC,North Carolina,"Dallas/Fort Worth, TX",TX,Texas,13,13,0,,13,0,8,0,0
1,4,1/4/20,"Philadelphia, PA",PA,Pennsylvania,"Phoenix, AZ",AZ,Arizona,66,66,0,,13,0,0,0,33
1,18,1/18/20,"Chicago, IL",IL,Illinois,"Miami, FL",FL,Florida,133,133,0,,13,0,0,0,106
1,27,1/27/20,"Dallas/Fort Worth, TX",TX,Texas,"San Francisco, CA",CA,California,66,66,0,,13,0,0,0,39
1,16,1/16/20,"Memphis, TN",TN,Tennessee,"Dallas/Fort Worth, TX",TX,Texas,36,36,0,,13,0,14,0,23
1,18,1/18/20,"San Diego, CA",CA,California,"Charlotte, NC",NC,North Carolina,38,38,0,,13,0,0,0,9
1,31,1/31/20,"Ontario, CA",CA,California,"Dallas/Fort Worth, TX",TX,Texas,13,13,0,,13,0,10,0,0
1,11,1/11/20,"Harlingen/San Benito, TX",TX,Texas,"Dallas/Fort Worth, TX",TX,Texas,14,14,0,,14,0,3,0,0
1,12,1/12/20,"Chicago, IL",IL,Illinois,"Cincinnati, OH",KY,Kentucky,55,55,0,,14,0,9,0,41
1,12,1/12/20,"Cincinnati, OH",KY,Kentucky,"Dallas/Fort Worth, TX",TX,Texas,51,51,0,,14,0,4,0,37
1,1,1/1/20,"Honolulu, HI",HI,Hawaii,"Hoolehua, HI",HI,Hawaii,85,85,0,,14,0,0,0,67
1,2,1/2/20,"Charlotte, NC",NC,North Carolina,"Fort Wayne, IN",IN,Indiana,14,14,0,,14,0,2,0,0
1,17,1/17/20,"Knoxville, TN",TN,Tennessee,"Washington, DC",VA,Virginia,212,212,0,,14,0,1,0,198
1,4,1/4/20,"Charlottesville, VA",VA,Virginia,"Charlotte, NC",NC,North Carolina,14,14,0,,14,0,3,0,0
1,3,1/3/20,"Augusta, GA",GA,Georgia,"Charlotte, NC",NC,North Carolina,62,62,0,,14,0,0,0,25
1,13,1/13/20,"Grand Rapids, MI",MI,Michigan,"Charlotte, NC",NC,North Carolina,569,569,0,,14,0,0,0,522
2,5,2/5/20,"Charlotte, NC",NC,North Carolina,"New Orleans, LA",LA,Louisiana,30,30,0,,14,0,0,0,12
2,5,2/5/20,"Seattle, WA",WA,Washington,"Charlotte, NC",NC,North Carolina,14,14,0,,14,0,4,0,0
2,12,2/12/20,"Miami, FL",FL,Florida,"Charlotte, NC",NC,North Carolina,19,19,0,,14,0,2,0,5
2,17,2/17/20,"Phoenix, AZ",AZ,Arizona,"Kansas City, MO",MO,Missouri,20,20,0,,14,0,0,0,2
2,20,2/20/20,"Charlotte, NC",NC,North Carolina,"Jacksonville, FL",FL,Florida,14,14,0,,14,0,3,0,0
2,11,2/11/20,"Dallas/Fort Worth, TX",TX,Texas,"Ontario, CA",CA,California,53,53,0,,14,0,0,0,21
2,11,2/11/20,"Dallas/Fort Worth, TX",TX,Texas,"Fort Myers, FL",FL,Florida,21,21,0,,14,0,0,0,5
2,5,2/5/20,"San Diego, CA",CA,California,"Dallas/Fort Worth, TX",TX,Texas,14,14,0,,14,0,4,0,0
2,7,2/7/20,"Phoenix, AZ",AZ,Arizona,"Austin, TX",TX,Texas,38,38,0,,14,0,0,0,18
2,17,2/17/20,"San Juan, PR",PR,Puerto Rico,"Miami, FL",FL,Florida,150,150,0,,14,0,0,0,129
2,26,2/26/20,"Chicago, IL",IL,Illinois,"Washington, DC",VA,Virginia,65,65,0,,15,0,39,0,50
2,28,2/28/20,"Houston, TX",TX,Texas,"Jackson/Vicksburg, MS",MS,Mississippi,23,23,0,,15,0,0,0,3
2,9,2/9/20,"Chicago, IL",IL,Illinois,"Charleston, SC",SC,South Carolina,38,38,0,,15,0,0,0,0
2,5,2/5/20,"Houston, TX",TX,Texas,"Laredo, TX",TX,Texas,61,61,0,,15,0,1,0,46
2,18,2/18/20,"Newark, NJ",NJ,New Jersey,"Cleveland, OH",OH,Ohio,39,39,0,,15,0,16,0,24
2,19,2/19/20,"Newark, NJ",NJ,New Jersey,"Rochester, NY",NY,New York,32,32,0,,15,0,0,0,0
2,22,2/22/20,"Newark, NJ",NJ,New Jersey,"Portland, ME",ME,Maine,20,20,0,,15,0,6,0,5
2,11,2/11/20,"Houston, TX",TX,Texas,"Monroe, LA",LA,Louisiana,15,15,0,,15,0,24,0,0
2,19,2/19/20,"Houston, TX",TX,Texas,"Valparaiso, FL",FL,Florida,15,15,0,,15,0,0,0,0
2,21,2/21/20,"Honolulu, HI",HI,Hawaii,"Los Angeles, CA",CA,California,-3,0,0,,15,0,0,0,0
2,12,2/12/20,"Los Angeles, CA",CA,California,"Honolulu, HI",HI,Hawaii,63,63,0,,15,0,0,0,0
2,6,2/6/20,"Honolulu, HI",HI,Hawaii,"Los Angeles, CA",CA,California,-6,0,0,,15,0,0,0,0
1,4,1/4/20,"Kahului, HI",HI,Hawaii,"San Francisco, CA",CA,California,23,23,0,,15,0,0,0,8
1,18,1/18/20,"San Jose, CA",CA,California,"Honolulu, HI",HI,Hawaii,1,1,0,,15,0,0,0,0
1,24,1/24/20,"San Jose, CA",CA,California,"Honolulu, HI",HI,Hawaii,-9,0,0,,15,0,0,0,0
1,7,1/7/20,"Honolulu, HI",HI,Hawaii,"San Jose, CA",CA,California,-3,0,0,,15,0,0,0,0
1,3,1/3/20,"Kapalua, HI",HI,Hawaii,"Honolulu, HI",HI,Hawaii,24,24,0,,15,0,0,0,8
1,8,1/8/20,"Honolulu, HI",HI,Hawaii,"Hoolehua, HI",HI,Hawaii,80,80,0,,15,0,14,0,65
1,15,1/15/20,"Charlotte, NC",NC,North Carolina,"Cincinnati, OH",KY,Kentucky,15,15,0,,15,0,7,0,0
1,5,1/5/20,"Milwaukee, WI",WI,Wisconsin,"Charlotte, NC",NC,North Carolina,36,36,0,,15,0,0,0,0
1,6,1/6/20,"Charlotte, NC",NC,North Carolina,"Jacksonville, FL",FL,Florida,61,61,0,,15,0,0,0,30
1,25,1/25/20,"Manchester, NH",NH,New Hampshire,"Washington, DC",VA,Virginia,32,32,0,,15,0,0,0,0
1,27,1/27/20,"Charlotte, NC",NC,North Carolina,"Asheville, NC",NC,North Carolina,15,15,0,,15,0,1,0,0
1,1,1/1/20,"Portland, OR",OR,Oregon,"Seattle, WA",WA,Washington,16,16,0,,16,0,26,0,0
1,2,1/2/20,"Spokane, WA",WA,Washington,"Seattle, WA",WA,Washington,16,16,0,,16,0,9,0,0
1,2,1/2/20,"Seattle, WA",WA,Washington,"Reno, NV",NV,Nevada,29,29,0,,16,0,0,0,0
1,4,1/4/20,"Seattle, WA",WA,Washington,"Pullman, WA",WA,Washington,18,18,0,,16,0,0,0,0
1,5,1/5/20,"Palm Springs, CA",CA,California,"Everett, WA",WA,Washington,16,16,0,,16,0,19,0,0
1,9,1/9/20,"San Jose, CA",CA,California,"Reno, NV",NV,Nevada,21,21,0,,16,0,0,0,0
1,10,1/10/20,"Boise, ID",ID,Idaho,"Seattle, WA",WA,Washington,145,145,0,,16,0,3,0,129
1,10,1/10/20,"Portland, OR",OR,Oregon,"Medford, OR",OR,Oregon,17,17,0,,16,0,0,0,0
1,10,1/10/20,"Portland, OR",OR,Oregon,"Seattle, WA",WA,Washington,16,16,0,,16,0,33,0,0
1,12,1/12/20,"Portland, OR",OR,Oregon,"Seattle, WA",WA,Washington,184,184,0,,16,0,2,0,168
1,14,1/14/20,"Spokane, WA",WA,Washington,"Seattle, WA",WA,Washington,16,16,0,,16,0,23,0,0
1,15,1/15/20,"Seattle, WA",WA,Washington,"Kalispell, MT",MT,Montana,16,16,0,,16,0,4,0,0
1,15,1/15/20,"San Diego, CA",CA,California,"San Francisco, CA",CA,California,78,78,0,,16,0,0,0,53
1,17,1/17/20,"Seattle, WA",WA,Washington,"Yakima, WA",WA,Washington,16,16,0,,16,0,4,0,0
1,17,1/17/20,"Portland, OR",OR,Oregon,"Bozeman, MT",MT,Montana,16,16,0,,16,0,15,0,0
1,18,1/18/20,"San Diego, CA",CA,California,"Bend/Redmond, OR",OR,Oregon,27,27,0,,16,0,0,0,0
1,19,1/19/20,"Seattle, WA",WA,Washington,"Boise, ID",ID,Idaho,16,16,0,,16,0,8,0,0
1,21,1/21/20,"Portland, OR",OR,Oregon,"Sacramento, CA",CA,California,18,18,0,,16,0,0,0,0
2,12,2/12/20,"Honolulu, HI",HI,Hawaii,"Los Angeles, CA",CA,California,4,4,0,,16,0,0,0,0
2,12,2/12/20,"Honolulu, HI",HI,Hawaii,"Las Vegas, NV",NV,Nevada,-11,0,0,,16,0,0,0,0
2,2,2/2/20,"Honolulu, HI",HI,Hawaii,"San Francisco, CA",CA,California,11,11,0,,16,0,0,0,0
2,9,2/9/20,"Honolulu, HI",HI,Hawaii,"San Diego, CA",CA,California,13,13,0,,16,0,0,0,0
2,21,2/21/20,"Honolulu, HI",HI,Hawaii,"San Diego, CA",CA,California,11,11,0,,16,0,0,0,0
